tp_record_share;id_titolo_invio;id_titolo_exp;id_titolo_inviante;id_titolo_ricevente;compagnia_ania;compagnia_exp;agenzia;numero_polizza_cmp;progressivo;repertorio_polizza;ramo;effetto_titolo;stato_share;id_incasso_exp;cod_garanzia_cmp;descrizione_garanzia_cmp;ramo_bil;codice_provv;aliquota;tipo_premi_delega;netto;diritti;accessori;imponibile;antiracket;tasse;lordo;ssn;sconto_applicato_1;sconto_applicato_2;provvigioni_totali;provvigioni_acquisto;provvigioni_acquisto_variabile;provvigioni_acquisto_fissa;provvigioni_incasso;provvigioni_incasso_variabile;provvigioni_incasso_fissa;provvigioni_acquisto_diritti;provvigioni_incasso_diritti;collaboratore_1;provv_tot_c1;provv_acq_c1;provv_acq_parte_fissa_c1;provv_acq_parte_variabile_c1;provv_acq_parte_diritti_c1;provv_inc_c1;provv_inc_parte_fissa_c1;provv_inc_parte_variabile_c1;provv_inc_parte_diritti_c1;collaboratore_2;provv_tot_c2;provv_acq_c2;provv_acq_parte_fissa_c2;provv_acq_parte_variabile_c2;provv_acq_parte_diritti_c2;provv_inc_c2;provv_inc_parte_fissa_c2;provv_inc_parte_variabile_c2;provv_inc_parte_diritti_c2;collaboratore_3;provv_tot_c3;provv_acq_c3;provv_acq_parte_fissa_c3;provv_acq_parte_variabile_c3;provv_acq_parte_diritti_c3;provv_inc_c3;provv_inc_parte_fissa_c3;provv_inc_parte_variabile_c3;provv_inc_parte_diritti_c3;collaboratore_4;provv_tot_c4;provv_acq_c4;provv_acq_parte_fissa_c4;provv_acq_parte_variabile_c4;provv_acq_parte_diritti_c4;provv_inc_c4;provv_inc_parte_fissa_c4;provv_inc_parte_variabile_c4;provv_inc_parte_diritti_c4;timestamp_record
42;949387627;949387627;OWEB-23774-949387627;;5;GEN;;732884004;0;;01;15/06/2026;I;;AB1;RISCHI CIVILI STAND. - ADB - BENI STORICI;0;;0,00;T;25,72;0,00;2,57;28,29;0,00;0,00;28,29;0,00;0,00;0,00;7,07;3,67;0,00;0,00;3,4;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;949387627;949387627;OWEB-23774-949387627;;5;GEN;;732884004;0;;01;15/06/2026;I;;0CC;CATASTROFALI - BENI STORICI;0;;0,00;T;6,0;0,00;0,6;6,6;0,00;0,00;6,6;0,00;0,00;0,00;1,55;0,76;0,00;0,00;0,79;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;949387627;949387627;OWEB-23774-949387627;;5;GEN;;732884004;0;;01;15/06/2026;I;;TT0;TERREMOTO - BENI STORICI;0;;0,00;T;6,0;0,00;0,6;6,6;0,00;0,00;6,6;0,00;0,00;0,00;1,55;0,76;0,00;0,00;0,79;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;949387627;949387627;OWEB-23774-949387627;;5;GEN;;732884004;0;;01;15/06/2026;I;;S92;EVENTI ATM.VENTO - INCENDIO DA R.I. - TASSA 0;0;;0,00;T;4,5;0,00;0,45;4,95;0,00;0,00;4,95;0,00;0,00;0,00;1,16;0,57;0,00;0,00;0,59;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;949387627;949387627;OWEB-23774-949387627;;5;GEN;;732884004;0;;01;15/06/2026;I;;S91;EVENTI ATM.GRANDINE - INCENDIO DA R.I. - TASSA 0;0;;0,00;T;1,5;0,00;0,15;1,65;0,00;0,00;1,65;0,00;0,00;0,00;0,39;0,19;0,00;0,00;0,2;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916744841;916744841;OWEB-23774-916744841;;5;GEN;;730025540;0;;01;14/03/2026;I;;S57;SCIOPERO - ADB DA RISCHI ORDINARI;0;;0,00;T;0,35;0,00;0,04;0,39;0,01;0,09;0,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916744841;916744841;OWEB-23774-916744841;;5;GEN;;730025540;0;;01;14/03/2026;I;;S15;WINDSTORM DA R.O. INCENDIO;0;;0,00;T;5,75;0,00;0,58;6,33;0,06;1,42;7,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916744841;916744841;OWEB-23774-916744841;;5;GEN;;730025540;0;;01;14/03/2026;I;;S02;HAIL - GRANDINE DA R.O. INCENDIO;0;;0,00;T;2,47;0,00;0,25;2,72;0,02;0,61;3,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916744841;916744841;OWEB-23774-916744841;;5;GEN;;730025540;0;;01;14/03/2026;I;;1B7;ADB DA COMMERCIALI RO AUTOMATIZZATI;0;;0,00;T;72,71;0,00;7,27;79,98;0,8;17,8;97,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916744841;916744841;OWEB-23774-916744841;;5;GEN;;730025540;0;;01;14/03/2026;I;;1A7;COMMERCIALI RO AUTOMATIZZATI;0;;0,00;T;132,67;0,00;13,27;145,94;1,45;32,48;178,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916744841;916744841;OWEB-23774-916744841;;5;GEN;;730025540;0;;01;14/03/2026;I;;E11;NEGOZI, UFFICI, COMMERCIALI;0;;0,00;T;85,12;0,00;8,51;93,63;0,93;20,84;114,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916744841;916744841;OWEB-23774-916744841;;5;GEN;;730025540;0;;01;14/03/2026;I;;S55;SCIOPERO-RISCHI ORDINARI - INCENDIO;0;;0,00;T;1,4;0,00;0,14;1,54;0,01;0,35;1,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916744841;916744841;OWEB-23774-916744841;;5;GEN;;730025540;0;;01;14/03/2026;I;;E66;RCO - PRIMA CATEGORIA PROVVIGIONALE;0;;0,00;T;0,65;0,00;0,06;0,71;0,01;0,17;0,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916745386;916745386;OWEB-23774-916745386;;5;GEN;;731039889;0;;01;14/03/2026;I;;1B1;ADB DA CIVILI AUTOMATIZZATE;0;;0,00;T;35,53;0,00;0,00;35,53;0,35;7,91;43,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916745386;916745386;OWEB-23774-916745386;;5;GEN;;731039889;0;;01;14/03/2026;I;;1A1;CIVILI AUTOMATIZZATE;0;;0,00;T;82,91;0,00;0,00;82,91;0,82;18,43;101,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916745386;916745386;OWEB-23774-916745386;;5;GEN;;731039889;0;;01;14/03/2026;I;;250;DIVERSI;0;;0,00;T;28,8;0,00;0,00;28,8;0,28;6,41;35,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916745386;916745386;OWEB-23774-916745386;;5;GEN;;731039889;0;;01;14/03/2026;I;;E66;RCO - PRIMA CATEGORIA PROVVIGIONALE;0;;0,00;T;14,05;0,00;0,00;14,05;0,14;3,13;17,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;916745386;916745386;OWEB-23774-916745386;;5;GEN;;731039889;0;;01;14/03/2026;I;;R47;DIVERSI;0;;0,00;T;55,0;0,00;0,00;55,0;0,55;12,24;67,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936215977;936215977;OWEB-23774-936215977;;5;GEN;;732169441;0;;3W;12/06/2026;P;;M9F;ALTA DIAGNOSTICA;0;;0,00;T;7,77;0,00;0,78;8,55;0,00;0,22;8,77;0,00;0,00;0,00;1,92;0,9;0,00;0,00;1,02;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936215977;936215977;OWEB-23774-936215977;;5;GEN;;732169441;0;;3W;12/06/2026;P;;P9M;ASSISTENZA - FARE PREVENZIONE - START;0;;0,00;T;1,32;0,00;0,13;1,45;0,00;0,15;1,6;0,00;0,00;0,00;0,33;0,15;0,00;0,00;0,18;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936215977;936215977;OWEB-23774-936215977;;5;GEN;;732169441;0;;3W;12/06/2026;P;;M71;RIMBORSO SPESE MEDICHE;0;;0,00;T;90,65;0,00;9,06;99,71;0,00;2,5;102,21;0,00;0,00;0,00;22,44;10,47;0,00;0,00;11,97;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936215977;936215977;OWEB-23774-936215977;;5;GEN;;732169441;0;;3W;12/06/2026;P;;T33;TUTELA - PRONTO AVVOCATO;0;;0,00;T;0,31;0,00;0,03;0,34;0,00;0,08;0,42;0,00;0,00;0,00;0,08;0,04;0,00;0,00;0,04;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;N82;PERDITA DELLE CHIAVI;0;;0,00;T;0,45;0,00;0,00;0,45;0,01;0,06;0,51;0,00;0,00;0,00;0,06;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;Q18;GARANZIE AGGIUNTIVE AUTO;0;;0,00;T;3,15;0,00;0,00;3,15;0,07;0,42;3,57;0,00;0,00;0,00;0,42;0,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;O98;GUASTI KASKO VEICOLO NON ASSIC. O NON IDENTIFICATO;0;;0,00;T;0,26;0,00;0,00;0,26;0,01;0,04;0,3;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;X87;INFORTUNI - RC AUTO;0;;0,00;T;13,74;0,00;0,00;13,74;0,00;0,34;14,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;Y02;ASSISTENZA AUTO;0;;0,00;T;11,71;0,00;0,00;11,71;0,00;1,17;12,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;T27;TUTELA LEGALE FIRST;0;;0,00;T;8,24;0,00;0,00;8,24;0,08;1,03;9,27;0,00;0,00;0,00;2,06;2,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;O66;I/F RISCHI SPECIALI;0;;0,00;T;0,13;0,00;0,00;0,13;0,01;0,02;0,15;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;O80;RICORSO TERZI;0;;0,00;T;0,13;0,00;0,00;0,13;0,01;0,02;0,15;0,00;0,00;0,00;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
