tp_record_share;id_polizza_exp;id_anagrafica_exp;id_anag_inviante;id_anag_ricevente;id_polizza_invio;id_polizza_inviante;id_polizza_ricevente;id_rischio_exp;compagnia_ania;compagnia_exp;agenzia;numero_polizza_cmp;progressivo;progressivo_contratto;repertorio;rischio_art20;descrizione_rischio_art_20;stato_art_20;tipo_polizza_share;ramo_share;ramo_cmp;rischio_cmp;cod_rischio_inviante;prodotto_cmp;sottoprodotto_cmp;versione_prodotto_cmp;modello_cga_cmp;ramo_gestione_cmp;cod_stato_share;cod_storno_share;cod_storno_cmp;data_annullamento;data_sospensione;effetto;scadenza_originale;scadenza_effettiva;scadenza_emesso;scadenza_incassato;frazionamento_share;durata_share;tacito_rinnovo_share;proroga_share;disdetta_share;giorni_mora;collaboratore_1;collaboratore_2;collaboratore_3;collaboratore_4;collaboratore_5;tipo_coass;ns_quota;quota_delegataria_sinistri;cmp_delegataria;numero_polizza_delegataria;tipo_riparto_share;fl_vincolo;tipo_vincolo_cmp;scadenza_vincolo;codice_vincolo;vincolataria;valuta_share;fl_imposta;fl_antiracket;cmp_sostituita_1_ania;cmp_sostituita_1_exp;agenzia_sostituita_1;numero_polizza_sostituita_1;progressivo_sostituita_1;repertorio_sostituita_1;cmp_sostituente_ania;cmp_sostituente_exp;agenzia_sostituente;numero_polizza_sostituente;progressivo_sostituente;repertorio_sostituente;id_sostituita_exp;id_sostituita_inviante;id_sostituita_ricevente;id_sostituente_exp;id_sostituente_inviante;id_sostituente_ricevente;codice_calcolo_provvigioni;tipo_provvigioni_share;fl_provvigioni_forzate;tipo_premi;tipo_premi_delega;provvigioni_totali;provvigioni_acquisto;provvigioni_incasso;netto_totale;diritti_totale;accessori_totale;imponibile_totale;antiracket_totale;ssn_totale;tasse_totale;lordo_totale;interessi_frazionamento;compenso_totale;fondo_mutua_totale;altre_spese_totale;diritti_emissione;diritti_puo;diritti_pur;sconto;sconto_applicato_1;sconto_applicato_2;flag_riparto;canale_com;canale_commerciale;tipo_pagamento;numero_proposta_cmp;codice_broker;data_emissione;tipo_affare_share;libro_matricola;numero_applicazione_lm;quietanzamento_lm;tipo_firma;account;filiale;mezzo_pagamento_cmp;mezzo_pag_share;provv_tot_c1;provv_acq_c1;provv_acq_parte_fissa_c1;provv_acq_parte_variabile_c1;provv_inc_c1;provv_inc_parte_fissa_c1;provv_inc_parte_variabile_c1;al_provv_tot_c1;al_provv_acq_c1;al_provv_acq_parte_fissa_c1;al_provv_acq_parte_variabile_c1;al_provv_inc_c1;al_provv_inc_parte_fissa_c1;al_provv_inc_parte_variabile_c1;binder;corrispondente;sindacato;piazzamento;sottoscrittore;ramo_binder;polizza_lps;solo_fondi;estensione_1;estensione_2;estensione_3;id_fornitore_inviante;id_fornitore_ricevente;url_docum_unica;url_docum_dip;url_docum_dip_agg;url_docum_cga;data_fine_sospensione;cod_riattivazione;timestamp_record
20;271356945;99792440;OWEB-23774-99792440;;271356945;OWEB-23774-271356945;;;5;GEN;A000134469;183629247;0;;;;;;2;;3N;10;;CAT-00000014;;;;;SO;ST;;10/06/2026;;30/06/2025;30/06/2026;30/06/2026;;10/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;184643202;0;;;;;;;;;;;R;T;0,00;0,00;0,00;498,55;0,00;0,00;498,55;0,00;49,59;111,45;610,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;30/06/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;241952781;97015583;OWEB-23774-97015583;;241952781;OWEB-23774-241952781;;;5;GEN;A000134469;730285425;0;;;;;;1;;3D;50;;CAT-ORI-RE0006;;;;;AT;-;;;;26/10/2023;;31/12/2026;;31/12/2026;1;;S;;0;0;024;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;125,85;0,00;0,00;125,85;0,00;0,00;3,15;129,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;26/10/2023;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;241952915;97016402;OWEB-23774-97016402;;241952915;OWEB-23774-241952915;;;5;GEN;A000134469;732018040;0;;;;;;1;;3E;200;;CAT-RCP;;;;;AT;-;;;;22/06/2023;;22/06/2027;;22/06/2027;1;;S;;0;0;021;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;333,15;0,00;33,31;366,46;0,00;0,00;81,54;448,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;P09802379;;20/06/2023;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;241952931;97016955;OWEB-23774-97016955;;241952931;OWEB-23774-241952931;;;5;GEN;A000134469;732043865;0;;;;;;1;;3W;100;;CAT-ORI;;;;;AT;-;;;;20/09/2023;;20/12/2028;;20/06/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;72,57;0,00;7,26;79,83;0,00;0,00;2,17;82,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;P10274542;;20/09/2023;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;246239370;97018545;OWEB-23774-97018545;;246239370;OWEB-23774-246239370;;;5;GEN;A000134469;182259197;0;;;;;;2;;3N;10;;CAT-00000014;;;;;SO;ST;;22/06/2026;;09/03/2024;09/03/2025;09/03/2027;;22/06/2026;1;;S;;0;0;021;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;184643234;0;;;;;;;;;;;R;T;0,00;0,00;0,00;118,33;0,00;0,00;118,33;0,00;12,37;27,17;145,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;19/02/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;247897442;97019965;OWEB-23774-97019965;;247897442;OWEB-23774-247897442;;;5;GEN;A000134469;83203218;0;;;;;;4;;09;451;;CAT-F460NEW;;;;;AT;-;;;;22/03/2024;;22/03/2049;;22/06/2026;12;;S;;0;0;035;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;22,1;0,5;0,00;22,6;0,00;0,00;0,00;22,6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;SEC;83203218;;22/03/2024;;N;;0;;;;;SEC;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249472858;97016168;OWEB-23774-97016168;;249472858;OWEB-23774-249472858;;;5;GEN;A000134469;730814372;0;;;;;;1;;3E;200;;CAT-ORI-Q_RCG;;;;;AT;-;;;;23/04/2024;;20/06/2027;;20/06/2026;1;;S;;0;0;215;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;300,0;0,00;0,00;300,0;0,00;0,00;66,75;366,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249472882;97021887;OWEB-23774-97021887;;249472882;OWEB-23774-249472882;;;5;GEN;A000134469;730853055;0;;;;;;1;;3W;100;;CAT-ORI-CMIGRO;;;;;AT;-;;;;23/04/2024;;22/06/2027;;22/06/2026;1;;S;;0;0;024;;;;;3;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;Q;0,00;0,00;0,00;327,23;0,00;81,81;409,04;0,00;0,00;10,23;419,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249472883;97022799;OWEB-23774-97022799;;249472883;OWEB-23774-249472883;;;5;GEN;A000134469;730853656;0;;;;;;1;;01;351;;CAT-ORI-5;;;;;AT;-;;;;23/04/2024;;22/06/2027;;22/06/2026;1;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;54,68;0,00;5,47;60,15;0,00;0,00;11,85;72,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249472889;97018105;OWEB-23774-97018105;;249472889;OWEB-23774-249472889;;;5;GEN;A000134469;730857421;0;;;;;;1;;01;351;;CAT-ORI-5;;;;;AT;-;;;;23/04/2024;;22/06/2027;;22/06/2026;1;;S;;0;0;036;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;99,24;0,00;9,94;109,18;0,00;0,00;22,82;132,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249596240;97017903;OWEB-23774-97017903;;249596240;OWEB-23774-249596240;;;5;GEN;A000134469;730774905;0;;;;;;1;;3D;50;;CAT-ORI-CMIGRO;;;;;AT;-;;;;23/04/2024;;20/06/2027;;20/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;121,95;0,00;0,00;121,95;0,00;0,00;3,05;125,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249596246;97016742;OWEB-23774-97016742;;249596246;OWEB-23774-249596246;;;5;GEN;A000134469;730782909;0;;;;;;1;;3D;50;;CAT-ORI-RE0006;;;;;AT;-;;;;23/04/2024;;22/06/2027;;22/06/2027;1;;S;;0;0;021;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;126,82;0,00;0,00;126,82;0,00;0,00;3,17;129,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249596263;97017903;OWEB-23774-97017903;;249596263;OWEB-23774-249596263;;;5;GEN;A000134469;730804450;0;;;;;;1;;3W;100;;CAT-ORI-CMIGRO;;;;;AT;-;;;;23/04/2024;;20/06/2027;;20/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;209,76;0,00;0,00;209,76;0,00;0,00;5,25;215,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249596265;97015865;OWEB-23774-97015865;;249596265;OWEB-23774-249596265;;;5;GEN;A000134469;730806302;0;;;;;;1;;01;150;;CAT-ORI-RE0001;;;;;AT;-;;;;23/04/2024;;22/06/2027;;22/06/2026;1;;S;;0;0;024;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;2873,74;0,00;287,35;3161,09;0,00;0,00;703,41;3864,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249596268;97022794;OWEB-23774-97022794;;249596268;OWEB-23774-249596268;;;5;GEN;A000134469;730810990;0;;;;;;1;;3S;351;;CAT-ORI-5;;;;;AT;-;;;;23/04/2024;;20/06/2027;;20/06/2026;1;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;79,52;0,00;7,96;87,48;0,00;0,00;17,52;105,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;249596301;97019319;OWEB-23774-97019319;;249596301;OWEB-23774-249596301;;;5;GEN;A000134469;730844121;0;;;;;;1;;01;150;;CAT-ORI-CMIGRO;;;;;AT;-;;;;23/04/2024;;22/06/2027;;22/06/2027;1;;S;;0;0;022;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;43,36;0,00;0,00;43,36;0,00;0,00;9,64;53,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;23/04/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;250895396;97015378;OWEB-23774-97015378;;250895396;OWEB-23774-250895396;;;5;GEN;A000134469;732199604;0;;;;;;1;;3E;200;;CAT-RCP;;;;;AT;-;;;;21/05/2024;;21/05/2027;;21/06/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;730688705;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;29,0;0,00;2,9;31,9;0,00;0,00;7,1;39,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;28/05/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;251714192;97015963;OWEB-23774-97015963;;251714192;OWEB-23774-251714192;;;5;GEN;A000134469;182259623;0;;;;;;2;;3N;10;;CAT-00000014;;;;;ST;DC;21;18/06/2026;;18/06/2024;18/06/2025;18/06/2027;;18/06/2026;1;;S;;0;0;024;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;180394770;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;2272,86;0,00;0,00;2272,86;0,00;228,04;513,14;2786,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;12/06/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;252095889;102022841;OWEB-23774-102022841;;252095889;OWEB-23774-252095889;;;5;GEN;A000134469;732220050;0;;;;;;1;;3E;200;;CAT-ORI;;;;;AT;-;;;;21/06/2024;;21/06/2027;;21/06/2026;1;;S;;0;0;024;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;89,26;0,00;8,92;98,18;0,00;0,00;21,82;120,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;P12118634;;21/06/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
